pathway	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
PWY-6185	4-methylcatechol degradation (ortho cleavage)	0.0	0.0	0.0	0.0	0.0	4.5187	2.8815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.6217	2.7266	48.3646	20.7161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6197	0.0	0.0	0.0	1.8274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-621	sucrose degradation III (sucrose invertase)	41962.0711	45848.5995	60796.9627	49850.5252	62833.062000000005	52150.8847	58186.9387	52567.8526	31761.349	45058.69	48692.4533	40924.5652	55246.4947	61757.8093	52000.0833	36360.4612	45493.5829	48530.4149	65831.5367	39443.1614	59468.9945	37319.8043	55586.9067	49693.6462	46944.2754	46601.135	31725.5617	46915.5118	55046.7144	63210.9867	41783.6956	56557.7475	41513.8218	44264.4505	51734.0941	43836.8731	43277.08900000001	41542.6259	38189.0812	56507.445	46573.1989	42995.852999999996	40890.9047	32770.8888	49828.043
PWY-6263	superpathway of menaquinol-8 biosynthesis II	8893.0047	2541.2682	2765.0261	4060.3213	2276.735	3344.8362	2324.4587	1302.0697	1192.1084	1758.6363	5196.6414	2883.9397	1632.2978	1122.7259	3032.2026	1358.3155	2441.2328	2113.9418	1524.8893	563.0411	1506.3925	354.0442	1278.3263	1184.8922	1665.2934	1247.1757	1399.0075	3492.5935	1821.5593	905.4722	1236.0219	4524.9108	2774.8406	3416.6715	3510.0095	3402.7143	6122.1106	924.2438	1280.2305	1947.7253	998.0379	7082.9469	6651.3874	5702.6747	5348.1866
PWY-6269	adenosylcobalamin salvage from cobinamide II	30701.8727	30562.0261	39997.0482	30242.1611	40306.4512	33419.8297	38642.7981	36126.954	17677.3473	27982.0921	34512.6126	24869.1702	33208.8237	34613.3158	33095.7916	26698.3658	29131.2003	25889.061	44395.1792	22131.9516	33934.1323	25627.827	37354.022000000004	32929.681000000004	33055.6739	32845.2991	21951.9302	29045.6979	37695.4534	37027.1713	25904.4205	36941.1585	35687.8351	31415.4056	38347.663	33029.7668	31013.7061	26146.5796	25182.6816	35378.5469	29356.9449	32300.9837	28105.9172	27888.7686	29105.0323
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	47390.3979	48220.4575	57198.6682	50094.6683	58187.8326	51643.5648	54612.3162	51956.1513	34279.3412	43518.712	50133.9732	43006.801	52787.6516	56868.9531	52337.167	41650.0648	45036.056	46359.1412	60578.2238	50856.2993	53817.1931	48037.1167	52903.1264	48065.4825	48601.0833	47624.6709	37790.0511	48460.4763	51766.2871	55587.9326	42420.5851	54653.2128	48883.7127	47919.0358	55736.5333	48026.9068	47457.5634	42939.8502	42190.7569	54746.5564	47791.7374	49336.5057	44510.5122	42436.1822	52790.6479
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	622.3795	980.8936	851.1314	2674.0313	225.9893	1685.5705	784.8729	1265.8279	2934.2674	2725.966	568.7125	2006.1525	891.1691	512.3377	563.4112	3980.2385	4000.1674	9103.725	2282.008	15990.5614	4287.2459	16171.101	1148.2771	2286.1328	1881.6099	957.4553	3767.6708	3566.1466	683.7399	786.8945	2544.9721	603.122	13400.0382	10097.3305	8920.9984	6890.7726	12604.7726	1052.0745	1766.5501	2470.3824	2115.4854	1339.9914	3065.4509	2726.2023	3029.8821
PWY-6317	galactose degradation I (Leloir pathway)	38256.5088	43675.1122	53144.2062	44323.9214	53443.902	47478.6234	50493.2187	46907.0611	28850.5798	39683.9136	42853.7896	39008.0579	50685.1962	52076.1841	47437.9956	36052.2846	41695.876000000004	40876.6283	58185.6396	31633.1947	48985.1702	27870.086	48566.5758	43612.1915	43314.7207	44289.255	33155.6962	43097.5345	48807.7263	52466.7613	39192.007000000005	51629.0727	46381.4104	45337.6538	53062.5617	45864.6566	42376.1457	39846.1661	37521.6381	51588.3524	44464.4308	43498.585	40399.6138	42484.5135	48880.2091
PWY-6353	purine nucleotides degradation II (aerobic)	13684.4804	20172.4799	15852.6344	15315.4838	12941.1161	16412.963	13537.8703	14910.6914	9274.3368	14600.2836	10485.9527	17751.8842	19304.221999999998	14409.7957	18239.8231	15441.1228	15337.056	18497.1622	19316.1679	15740.9984	16345.6133	9904.2678	11802.2947	13713.0566	17939.7124	17894.1821	12007.5358	13257.7126	11869.0668	13799.3054	13175.8873	19034.8634	13550.4388	20110.9066	13699.9454	19435.4646	13995.3569	16785.2583	14300.3043	16754.1727	15371.8837	20481.1284	18503.8276	18292.2851	20081.1139
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	47.5242	0.0	192.2717	179.0769	141.404	73.7339	47.4572	0.0	0.0	1.9991	21.9291	5.9863	23.8901	0.9998	1.9994	7.9841	41.4202	71.5548	77.3792	113.3605	73.5409	0.0	11.9664	3.9966	39.5838	0.0	31.6436	5.9946	5.9921	1.9988	0.0	5.9964	155.8282	203.7571	202.3666	230.042	178.62099999999998	31.9459	9.9815	13.9607	7.9932	0.0	0.0	27.9667	3.9984
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	41745.6392	45564.0505	52756.9768	46149.2619	53383.5961	47730.0425	49994.5293	47770.5082	30355.667999999998	40073.8471	44690.9768	40064.9994	49189.246	52448.2453	48276.1351	37426.2883	42221.1603	42508.0236	56072.1521	46774.8095	49392.2532	43316.3453	49057.7933	44502.5219	45374.9412	44509.933	35486.4986	45090.7842	47691.2997	51496.0018	41031.2355	50760.8166	46041.7969	45390.856	52336.6142	44867.7834	44480.4356	44851.1569	39368.9333	51200.9705	46733.7807	45686.9983	42139.1976	44065.3209	49156.0475
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	42595.1247	46385.7804	54096.9148	47134.9231	54819.7985	48855.3044	51210.8568	48950.8233	30598.7731	40982.994	45710.7207	40764.421	50286.4669	53746.0708	49395.0789	37701.3313	42975.2701	43254.0224	57414.2957	46816.6155	50333.417	43398.677	50295.6113	45486.0434	46230.0406	45525.3805	36075.1616	45919.8363	49050.148	52734.4358	41677.4019	52037.2751	47206.0868	46427.0909	53701.2017	46018.299000000006	45409.5524	45341.2262	40034.9244	52336.1971	47585.9512	46796.8932	42938.5717	44575.9279	50258.7506
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	42427.927	46493.0586	53702.4929	46869.2973	54352.2767	48584.1552	51233.8559	48559.113	30876.1895	40751.397000000004	45353.9957	40844.0464	50238.3439	53547.5462	49241.0729	38146.6206	42945.8455	43400.3781	57172.8389	47031.3422	50417.3288	43568.6606	49839.3096	45246.1928	46387.8439	45332.2415	36023.4924	45765.5997	48519.4106	52527.9569	41715.4759	51778.4521	46763.3404	46183.947	53204.7093	45765.1315	45156.9347	45700.9582	40022.4741	52146.9175	47629.9235	46542.9511	42877.0979	44882.2269	50142.4067
PWY-6396	superpathway of 2,3-butanediol biosynthesis	152.0133	148.2519	318.5816	109.9448	137.532	103.7544	106.3977	140.6567	33.1445	104.6905	59.0252	96.2187	146.4274	33.2853	121.9537	89.3326	123.5403	319.3077	127.3255	1373.9278	338.8533	879.4291	52.2685	88.4558	85.4347	153.1867	76.7552	175.7143	57.8628	31.7847	215.6355	117.33	226.7973	205.4156	185.0677	143.0288	317.2937	256.7442	181.9214	188.1456	305.3015	152.5763	150.2293	325.8354	144.2752
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0	0.0	33.28	24.0999	15.9335	3.0638	1.4142	0.0	0.0	0.0	0.0	0.0	0.0	0.5455	0.0	0.0	0.0	0.0	1.1377	0.0	1.3226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.1529	26.7104	30.0974	27.3423	22.5518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	8985.79	5817.63	4973.0	9536.79	3171.12	6826.49	3751.97	5341.21	8503.8	6771.27	8034.16	9073.94	4174.01	3251.54	5358.53	8798.95	6611.01	7771.42	5142.25	36804.0	3795.88	37283.33	4295.58	4912.54	5451.24	5003.03	9606.2	9587.0	3752.8	2907.62	6928.63	3097.87	7411.69	8686.04	6083.4	6424.12	9632.72	5691.92	8558.2	4814.39	4699.89	3921.18	5136.0	5988.66	5451.71
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	47.8673	38.3325	9.5954	38.3321	0.0	161.862	161.8457	57.433	19.1715	180.4345	47.886	9.5947	85.9964	9.5956	28.7592	104.7773	57.4206	176.3655	199.8148	696.9025	209.7143	616.6148	47.8915	38.3302	38.34	47.8845	28.75	86.0787	0.0	0.0	28.7664	19.1752	28.7501	33.5229	47.8724	9.5926	57.4176	143.349	95.53	57.4428	162.2555	38.3063	47.8832	162.2965	9.5951
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	14899.1167	19100.6439	17043.5656	18871.0501	16354.6258	17001.2775	16704.31	16998.817	11186.0746	14404.4859	17391.9163	15061.822	15773.7693	17747.0084	17505.3297	11536.9184	15954.1591	22577.121	19370.232	9470.6407	26398.9487	4730.3471	18204.0146	18300.5166	21655.3531	17248.1216	14471.3048	20279.7123	10782.5462	19127.9457	21898.8457	12504.5226	14132.5335	12418.7509	15260.4247	10487.7712	15618.5892	28680.7209	17040.5684	18106.924	24876.7599	13346.9618	17112.2787	26362.2672	16245.9251
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	9037.2329	13314.9472	15360.6198	9392.5138	16962.035	13075.7087	15818.8901	8493.6797	5345.871999999999	8909.3035	4763.4572	9064.4344	19772.0694	17594.444	17269.4477	9519.7241	7888.5053	11920.4077	16689.0503	9468.6056	13502.1209	7188.1665	8495.6841	8516.5958	11458.6227	11493.8805	5825.4666	6202.7727	11262.6434	16259.9696	6064.8801	17286.7439	7814.3208	12257.5803	10735.5337	14030.5315	7930.0575	7277.5688	6119.4921	15818.9084	8757.5787	12369.125	9782.8763	6073.5341	13420.2002
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	13313.9731	23725.5719	25962.5399	21008.8622	22759.0447	23338.9642	23396.8034	16364.6525	11585.322	18983.2025	11062.0073	19527.4896	26121.3726	21721.9498	24264.2635	16051.7372	14832.268	21076.4514	23950.8986	43698.5902	19335.2182	39697.1467	14357.1165	14259.6479	19504.2538	19403.8763	17028.4458	15875.9388	18333.9347	21860.0267	13637.8601	26700.7553	18393.7663	23441.6783	17057.682	21830.1605	18023.325	15491.253999999999	17269.8928	21194.1207	15802.4823	21711.7472	19960.9474	14774.6907	20269.6139
PWY-6519	8-amino-7-oxononanoate biosynthesis I	1058.3504	1574.1156	1322.7038	3934.8956	376.1095	2511.0062	1170.7896	1995.1529999999998	4133.5156	3899.35	986.8619	3101.5469	1419.8833	805.3295	943.9401	4453.7526	5176.544	8743.2853	3127.2603	23597.7233	4198.302	23802.2405	1797.9284	3159.4064	2746.2946	1562.2186	5490.8718	5125.3232	1105.1662	1221.9581	3689.5056	988.0803	8504.1148	8624.0158	6116.9746	6805.4671	9768.7039	1718.7581	2808.8979999999997	3171.4942	3007.9172	1946.6416	4037.6479999999997	3678.1495	3674.5547
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	11501.7929	5973.6459	5881.7573	7978.3119	5061.9746	7170.8682	4836.8961	6247.6926	6084.6492	4889.0239	8701.0597	6740.9374	4991.3875	4205.5591	7290.6737	8755.7304	3752.5722	8007.4082	7082.6612	14286.7718	6159.0515	7381.4092	3779.7617	4446.2362	4872.8567	4799.4836	7011.291	7439.111	4595.0956	3332.382	5725.0528	5582.2114	5283.3613	6402.9097	4794.0117	3638.7437	5935.2411	5916.2401	6464.3138	5351.2898	5316.9551	9361.21	7795.522	9158.5419	7721.993
PWY-6562	norspermidine biosynthesis	1.9998	2.6471	2.1817	0.0	0.0	20.877	9.1878	0.0	2.1817	9.829	0.0	6.3776	0.0	0.0	4.2348	0.0	18.8502	71.0575	12.4787	402.4569	92.2936	64.2927	0.0	0.0	5.9991	0.0	29.1364	15.9931	6.2596	3.463	0.0	0.0	0.3342	2.1817	2.3569999999999998	0.0	0.28	0.0	0.0	1.9999	0.33299999999999996	0.0	0.0	2.3457	0.0
PWY-6572	chondroitin sulfate degradation I (bacterial)	253.2023	456.5684	490.2788	2943.4919	120.0979	1769.3085	423.6579	1209.8902	341.0336	521.2159	623.6262	424.5589	152.8831	188.9042	265.3607	184.6743	242.4056	1775.9728	1072.7711	42986.8554	491.9391	38342.9059	358.7524	570.7873	352.1995	410.6647	1048.9295	403.7274	243.0263	159.5318	482.7456	357.7743	1084.3619	926.5479	414.9886	446.3098	1089.3911	258.2691	272.7512	416.2491	309.2233	458.3341	251.9836	259.5254	302.7457
PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	3.0	2.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
PWY-6588	pyruvate fermentation to acetone	12612.1062	19438.046000000002	15948.0935	16865.0254	19280.6786	15969.6599	21775.9714	12446.0761	8046.1941	13142.9156	13650.4002	12490.7454	13866.3809	20493.7576	17823.2578	9831.9753	12394.8761	15457.7886	14240.8961	12385.8537	16803.1785	4326.6693	16603.256	17020.0685	24066.1595	13711.3084	11656.9108	14783.692	11148.4242	17236.7871	12984.6201	10818.0515	9815.8071	8909.1789	8666.5189	10063.314	11734.68	9582.6156	11131.7848	13358.2201	13920.3942	10768.6594	8916.2294	5242.6494	14536.9974
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	1771.7515	5445.69	4944.1162	7173.9523	3867.8174	7906.5056	5499.1047	2829.5085	649.5581	2941.111	1692.9066	3277.0246	2578.0329	1965.5494	4547.4529999999995	1146.7821	1329.0247	4801.6811	4337.1739	17094.0143	4795.9768	9650.6438	1704.5708	2618.9765	4591.8215	1766.1503	5581.7601	3400.0356	1158.9171	2352.2797	3715.7559	1731.9094	2007.9446	2034.9466	1848.6573	1440.1232	2880.5565	2175.2091	2544.9222	2868.6263	2581.8454	3178.9751	2260.4845	2351.4556	3916.7573
PWY-6608	guanosine nucleotides degradation III	16369.0561	19420.5878	15207.1445	19047.7908	16228.6908	16664.6029	15377.5712	15793.2874	9228.3487	16354.4433	15434.9515	21382.3057	22928.762000000002	16129.739	19149.6351	15643.2319	17794.4626	19039.2532	17836.3586	17419.6615	15504.1282	15012.1445	13395.2412	14618.3577	18005.6771	17785.6766	15788.9731	15809.3629	11630.1297	16206.1686	14117.9211	20470.8845	15028.3801	22698.8795	15495.9115	20276.3851	17169.5584	15474.5132	17509.2086	16365.758	15206.0212	21096.0111	18051.111	18669.2878	20089.9582
PWY-6609	adenine and adenosine salvage III	38296.3171	47566.4391	52614.1988	45373.6982	52905.4097	48026.6892	51575.167	47829.4828	29874.4406	39773.7101	41654.5048	41336.1942	51651.5203	52676.9918	48988.1306	38281.7745	42587.465	42501.8785	56568.3851	47021.2957	49343.1979	42783.4714	48130.865999999995	44312.8314	46929.4151	45510.4859	35498.8743	44579.5994	46965.8169	51853.6468	39728.8957	52431.2559	45377.549000000006	46044.4218	51639.0275	46272.7338	43711.8577	43636.6825	39084.3403	51988.7984	47135.6812	46538.0803	42660.8331	43338.6444	50786.1361
PWY-6612	superpathway of tetrahydrofolate biosynthesis	22854.3244	12017.9207	13744.9358	23597.506	9668.7981	18327.4664	10530.3757	14332.1077	16982.5888	12298.4972	20100.4138	19900.4436	9758.0019	6335.07	11766.4759	21649.4068	13480.9114	19551.2082	14217.5656	45982.9927	11877.326000000001	43805.4361	8971.7841	12077.2251	13419.3234	8848.6259	18074.2344	22112.9472	11512.6285	7225.7287	15009.9537	8797.9021	22356.0237	20109.3294	18331.995	12720.6784	19248.476000000002	12241.0616	16772.59	14524.7993	11571.5887	10293.9968	11763.7246	13566.9182	15745.0657
PWY-6628	superpathway of L-phenylalanine biosynthesis	5977.3319	8911.9925	1269.1534	1591.7973	437.1664	2001.2152	1772.1958	7040.6412	9341.9376	4517.5279	6757.7065	8001.0763	6035.2531	2102.1955	2552.0676	3791.3825	5084.0953	3212.3547	5106.3640000000005	30488.6133	4901.7171	28440.0805	2327.6498	4590.7282	7508.3992	5541.0005	3807.558	4649.1311	1751.8893	1575.9196	2727.9158	2094.911	1969.5313	2368.9458	1846.942	822.7546	2043.0835	3287.0478	2211.6846	2227.2035	3102.3152	3119.3196	2193.153	3845.9794	3863.3044
PWY-6629	superpathway of L-tryptophan biosynthesis	11.997	27.9439	39.9332	27.9444	0.0	147.5525	59.9378	175.4647	87.7346	27.9425	8.0387	0.0	55.9836	63.8923	87.8179	3.9596	3.9597	619.1787	1492.4725	22200.8133	2660.7379	27486.6759	39.9314	23.9884	27.9442	71.8947	35.9661	27.9434	32.0215	20.0333	11.9967	27.9466	79.9152	79.9118	3.9597	0.0	0.0	8.0385	15.9541	47.9598	3.9597	79.915	3.9597	0.0	11.9974
PWY-6630	superpathway of L-tyrosine biosynthesis	5973.5648	8897.8048	1269.0513	1591.3555	437.1619	2000.8057	1772.0439	7035.4629	9281.6942	4510.623	6750.9709	7963.0506	6030.1764	2102.0072	2551.4571	3785.9737	5075.2786	3208.9811	5104.6329	30091.2516	4899.2654	27976.642000000003	2326.985	4586.5507	7495.1607	5534.6826	3799.0281	4641.357	1751.6613	1575.7457	2724.68	2094.4968	1968.2182	2366.5762	1846.3185	822.5527	2041.3703	3283.3596	2208.8241	2226.524	3100.1429	3117.8804	2191.6555	3840.403	3860.4287
PWY-6641	superpathway of sulfolactate degradation	203.8348	152.42600000000002	245.0349	171.8085	316.2985	233.4336	316.0421	97.8025	81.8067	93.7255	43.0823	115.8307	207.9124	131.9278	169.0037	188.5975	23.2727	98.0687	221.4571	208.1662	120.0859	141.4354	253.923	187.7764	188.6229	161.5418	118.7869	252.1609	114.616	172.1507	213.2427	3772.5333	143.924	249.9186	313.5187	439.4405	1028.0834	163.5306	198.6468	224.9068	88.4448	5696.043000000001	2999.4324	3593.6601	3606.3469
PWY-6700	queuosine biosynthesis	10453.331	11079.4591	7487.1407	12888.2028	5641.2267	9226.8004	6585.017	10005.9922	14201.0462	12915.9632	10598.2867	15156.0639	9183.232	8153.0888	8583.4143	17528.1658	14101.8553	12714.6201	10436.2627	45011.8319	8207.4701	44140.4927	11355.6755	12086.8773	11697.983999999999	11363.9244	19379.9651	17059.041	10994.7886	7538.8676	12470.1461	16257.7228	14103.2291	16017.1533	13920.5841	10971.5312	15278.8794	12492.5867	16217.5392	11169.0232	14006.1168	17683.673	18566.9818	14897.1109	15103.4146
PWY-6703	preQ0 biosynthesis	14603.5766	7565.0035	6385.241999999999	11115.2343	5588.0121	8377.6638	6200.6408	8085.5543	12851.813999999998	10967.0705	10825.2291	12084.0523	7555.2503	6517.9103	8143.24	16525.5995	11453.7947	10838.42	8197.3195	39594.8154	7060.4107	40092.6736	9558.9274	10367.6121	11040.5115	8939.8235	16498.0616	14004.1458	9746.8026	6101.84	11294.8288	13085.4626	12935.5522	13593.2436	12926.9936	9747.0582	12795.3232	10659.9927	14079.5767	9593.6364	11842.1849	15135.8976	15550.7242	13824.4376	13070.8207
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	73.8489	122.7811	305.6527	319.159	409.457	397.7374	430.3927	146.735	122.2973	123.4307	82.7127	157.3627	143.988	96.1307	199.6707	187.6864	59.5518	503.5809	530.8475	5870.564	825.2118	8547.5047	63.611999999999995	85.0101	81.8852	159.9635	218.9898	99.5302	137.7161	65.7713	129.8305	3244.2775	306.0734	454.2561	446.2945	559.1568	1177.1545	128.3824	102.6376	77.8099	53.1031	5548.9029	4637.2948	3491.4315	3388.5524
PWY-6728	methylaspartate cycle	38.4951	17.2101	13.8437	131.0322	19.7484	171.5588	120.9292	68.5882	75.5369	28.1641	38.1937	26.9025	13.1327	17.8732	29.7231	106.0221	32.8819	300.0424	271.849	395.939	321.3326	29.9158	30.4399	37.7729	49.0454	55.9892	219.4926	13.9976	25.2616	23.0768	65.8348	17.3758	49.3543	63.3515	17.8667	15.1278	48.8897	61.2028	64.0513	58.0604	41.5245	45.0381	28.1681	33.3163	55.0337
PWY-6737	starch degradation V	46325.8787	53714.1243	64193.7791	52737.3137	63949.1888	57642.4304	62141.2049	55341.4789	35963.5849	47953.4238	49502.1108	45771.7067	60770.7691	63267.4491	58773.3012	45414.2091	47580.8587	48816.9482	67165.948	59942.3952	58335.8666	59689.9315	57926.6088	52101.448	54894.3085	52034.2418	39484.0849	49738.0259	56821.8173	63422.064000000006	44766.7472	61798.3905	52073.0531	52661.3014	60196.3882	52034.6857	49927.77	46689.1494	44242.2212	61056.7529	51846.6524	52565.9049	47881.3145	42946.2509	57386.6599
PWY-6749	CMP-legionaminate biosynthesis I	1131.0198	703.1866	1148.8396	2922.9699	769.0478	1549.8459	1655.7976	1291.802	618.1656	795.6325	1021.2769	1540.3971	700.5149	1132.0203	534.7302	972.3962	814.9543	1643.984	1566.3114	7246.014	801.2404	4961.0094	1024.5658	892.4664	713.5116	482.6824	3701.7884	3238.9404	2247.0249	832.1344	768.9449	2089.6508	964.9591	736.4753	895.6898	411.2011	1548.2091	752.1231	1080.7294	1194.8736	1022.081	1718.5251	1373.8932	488.8995	1143.6039
PWY-6876	isopropanol biosynthesis	12.3384	162.39600000000002	42.6452	18.3166	11.9989	41.9831	83.945	16.9771	23.651	14.3377	18.6565	36.0034	68.6315	35.6702	24.9938	53.6195	198.541	56.6452	109.8985	924.2443	35.309	14.9909	9.9991	13.9981	27.9926	4.3398	29.3068	70.2856	25.674	138.8458	26.9914	56.6499	25.334	26.9708	27.3134	39.3221	8.6591	47.9719	13.6575	46.9792	22.3149	20.9951	44.6344	107.2034	66.6379
PWY-6891	thiazole biosynthesis II (Bacillus)	11812.9464	4348.1594	3737.8383	4032.5177	4734.3109	3917.2862	3960.3488	5249.2517	4723.8175	4958.0985	9021.2563	3744.2054	4579.191	5435.6039	6198.9806	8210.1123	3727.8853	3638.5585	5245.3942	15724.9891	2790.1885	13460.9492	5809.6852	6173.4298	6751.0314	5831.1595	3740.3467	4327.5987	5683.6109	3386.5603	3598.5701	7766.1934	1124.989	1833.7839	1467.0896	1333.8676	2704.0588	2912.739	3613.2015	3455.6736	1920.717	12497.1617	11022.5441	8445.8001	7921.6444
PWY-6892	thiazole biosynthesis I (E. coli)	18711.9298	10620.5254	8164.8915	11193.2958	7556.0132	10207.2885	8402.1595	12983.5366	15256.2545	13787.5423	14863.296999999999	12731.7079	11863.0118	9368.3287	11294.7499	19924.3886	15492.4283	11730.8749	10760.3111	41973.8828	10204.1952	33167.5525	13829.2508	13685.9777	14959.8948	15205.9576	19396.3949	16378.2734	13201.2625	8415.863000000001	15424.4988	19676.5936	22445.8439	14226.5718	18141.8173	14391.9099	14035.8926	16348.5837	17268.4793	14998.1291	17919.6544	24367.2942	25075.8616	27878.6726	21763.218999999997
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	14801.7279	8869.528	8072.1422	10302.7772	6577.5209	8966.9517	6885.1265	8485.9077	9994.8363	9693.8822	11929.8302	9370.4499	7512.7841	6660.4102	9351.4945	13253.4546	8653.1724	8934.0276	8736.9553	34531.0284	6023.8472	31602.8005	8260.5352	8888.1953	10079.7411	8832.3619	9903.425	10689.0134	7299.9105	5455.8547	8412.8644	10189.7562	4350.2754	6357.859	5234.0007	4851.4432	8557.4772	7314.7984	9231.2618	7475.2064	5604.4261	14418.1444	14163.4496	13136.7725	12404.4261
PWY-6897	thiamin salvage II	24441.9128	26335.5065	27623.2041	22067.2666	28031.5971	25267.8295	27040.398999999998	22335.8095	15120.4065	21685.8638	16655.0662	19580.5162	30013.1482	26893.8156	28570.2581	25089.8532	22296.7308	22359.1592	28340.187	47441.6076	25724.2403	45812.4989	22770.1327	23477.7486	27347.7786	25207.371	23412.6917	20980.1475	24381.2873	25157.1211	20189.9025	32874.0059	31456.4707	28127.6244	35925.6905	30107.2179	24640.5113	27200.1194	21622.7061	30061.1043	27778.7973	31054.093999999997	28741.6187	29101.427000000003	29096.1718
PWY-6901	superpathway of glucose and xylose degradation	6157.4669	9932.7614	10232.4887	15359.9045	6628.5942	12472.3174	11349.7597	7646.3767	5022.6364	7653.054	5125.8787	9422.0526	7077.2572	8441.3015	8091.491999999999	5610.8558	6906.1182	15032.4973	10987.5236	42467.1631	10677.7223	32716.3349	5622.2102	6329.4583	9456.0648	4290.4741	14328.1794	12429.1068	6126.8324	7761.5595	5481.590999999999	15044.3224	9724.7553	9265.6438	8567.4872	6301.9577	8673.7534	9581.5709	9117.1518	7403.3755	9024.3472	12054.6058	15387.0034	11144.291000000001	11856.8354
PWY-6906	chitin derivatives degradation	0.0	0.0	59.6276	80.5028	57.4243	41.5187	16.9704	0.0	2.3658	0.0	0.0	0.0	0.0	0.0	0.0	3.7495	0.0	187.4036	239.322	373.2736	297.9712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2501	3.8205	0.0	0.0	58.8327	101.3451	66.8306	55.6255	66.9492	0.0	0.0	4.2305	0.0	0.0	0.0	0.0	0.0
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	22423.2438	15865.4083	13510.2878	23695.4895	7942.8081	18789.2241	11856.3986	14773.3846	19042.3775	15809.6727	19430.1816	18860.5507	11899.5562	7975.83	14177.4124	20727.5034	13428.8133	18642.8101	13954.686000000002	56999.9901	11545.6215	57814.1234	11532.9794	12196.8385	14029.2177	12392.5549	21436.4247	19091.0181	10365.1635	8518.4006	17981.3593	13351.4421	17008.4123	18836.0138	15932.66	15427.1792	22210.9361	17041.2632	19822.0882	14635.2991	15895.4556	15106.5036	17690.0809	18309.5994	18226.3802
PWY-7003	glycerol degradation to butanol	1428.4451	3379.6927	3789.8249	2811.4802	1372.9479999999999	1269.151	1005.2194	1070.6774	488.2102	1559.0959	1026.7455	3506.5454	4361.4522	880.5391	2892.7915	974.2469	2672.2322	9923.7697	3358.8488	2422.8286	10561.8202	1970.4177	957.7149	2406.6172	3279.8173	2099.5820000000003	2904.8368	5671.012	696.3773	523.9354	1154.4236	903.7605	2491.922	2155.8688	3756.2971	1971.295	2488.8132	2926.1636	1707.7349	1158.787	2056.5253	657.3586	1566.2404	2603.4785	1203.268
PWY-7007	methyl ketone biosynthesis	46.6453	0.0	19.9166	11.9806	35.6496	0.0	0.0	0.0	0.0	0.0	21.695999999999998	5.9887	23.7632	0.0	0.0	7.9398	40.6027	17.9316	1.999	9.9955	5.9923	0.0	11.9087	1.9984	39.646	0.0	31.8334	5.989	5.966	1.9982	0.0	5.9775	0.0	0.0	0.0	44.4693	13.9294	31.5131	9.9595	13.9278	7.974	0.0	0.0	27.6779	3.9958
