Pathway	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Bacterial invasion of epithelial cells [PATH:ko05100]	21.33	41.21999999999999	51.05999999999999	38.61999999999999	1.75	178.57000000000005	72.25	214.20999999999992	106.61999999999999	43.86999999999999	15.26	5.61	74.38000000000001	78.32999999999998	109.73999999999998	23.91999999999999	12.540000000000001	844.5900000000003	1793.1199999999997	48870.1	3285.6499999999996	80476.5	56.269999999999996	32.0	40.019999999999996	89.78999999999999	50.17	44.90999999999999	41.55000000000001	26.30000000000001	23.32	43.44999999999999	98.16000000000001	105.50000000000001	11.790000000000001	4.029999999999999	9.99	51.61000000000001	36.19	72.5	35.109999999999985	100.88000000000001	13.57	31.95	16.38
Bacterial motility proteins [BR:ko02035]	2054557.5000000005	1717907.429999999	2275628.19	1819893.0000000016	2466838.650000001	2032134.65	2242279.03	2199921.480000001	937167.5500000003	1547185.8299999996	2227574.1000000006	1470693.3300000008	2085161.8299999998	2420583.6000000006	2126843.3300000024	1240565.1200000003	1617595.3699999996	1442761.0399999998	2551148.9700000007	610142.5100000001	1986163.3299999998	528817.2999999998	2288534.920000001	1917314.3599999999	1702063.2400000002	1936366.7600000005	1076348.97	1667102.4499999995	2321940.2399999998	2373969.6799999992	1467844.0800000003	2161325.74	1542966.8700000006	1661322.2800000007	2016678.7400000007	1756724.5699999996	1509752.9300000004	1293603.9700000007	1419151.8400000003	2120852.19	1640216.69	1863024.3799999992	1496356.8500000003	1247827.1300000001	1977538.6299999987
Bacterial secretion system [PATH:ko03070]	586134.8800000004	577156.0100000001	709317.43	618783.11	732950.13	631797.3099999999	672691.3099999999	640785.3699999999	408044.9000000001	535679.0600000002	639362.3699999998	502312.18000000005	626606.4100000003	725182.52	644621.9500000002	495308.96000000014	535090.2499999998	568539.07	744223.7200000002	699019.1800000003	664591.5099999999	711875.3200000001	664868.3000000002	594805.35	587031.6299999998	578095.7300000002	440382.0900000001	585691.39	646483.7999999997	705899.3100000002	526306.97	675986.8299999997	543040.3600000002	548760.93	620337.1800000002	539336.9100000003	563600.8600000002	537489.5700000001	498075.49000000017	659543.96	573969.6000000002	617221.08	562792.9600000002	520964.33	643578.8200000002
Bacterial toxins [BR:ko02042]	78618.49000000002	99342.96000000002	107100.06000000003	84717.80000000002	110163.78000000003	93610.77	100788.82000000002	95189.23000000003	58611.12000000001	80473.74000000002	83057.86	80503.48000000001	113175.59999999999	108256.97000000003	104351.92000000001	73488.12000000001	85951.81999999999	85113.82000000002	118290.62000000001	116898.09000000003	103041.49999999999	101049.69000000002	94969.28000000003	86487.7	91955.26000000001	96850.61000000002	68908.95000000001	83687.77	95886.76	109082.08999999997	79206.93000000002	105024.87000000001	90241.31000000003	96227.78000000001	110366.59000000003	107042.47000000002	85991.40000000004	91784.47000000002	78406.43000000002	107845.95	93662.38000000002	87855.48999999998	80067.66	84977.91000000003	96901.63000000003
Basal transcription factors [PATH:ko03022]	24.0	0.0	99.0	92.5	72.5	9.5	10.0	0.0	0.0	0.0	11.0	3.0	12.0	0.5	1.0	4.0	21.0	29.0	24.0	33.0	16.0	0.0	6.0	2.0	20.0	0.0	16.0	3.0	3.0	2.0	0.0	3.0	80.5	109.0	104.5	126.0	92.5	16.0	5.0	7.0	4.0	0.0	0.0	14.0	2.0
Base excision repair [PATH:ko03410]	349394.5900000002	395892.9700000001	455839.09000000014	387480.60000000015	461705.28000000014	412916.3999999999	439006.77999999997	411321.19000000006	262566.00000000006	344764.79000000015	377057.87999999995	343085.92000000016	438658.6899999999	455821.66000000003	426030.8300000001	331989.89000000013	354904.63	366435.87000000005	489788.6100000001	437058.27	425759.29999999993	424162.18000000005	413946.26	373879.55	389338.92	390042.55000000016	299000.5400000001	375135.02	409476.99	448109.2599999997	347869.83	447734.28	385610.25000000006	393167.57000000007	446234.83000000013	398290.01000000007	376152.3100000001	381829.86000000004	334860.15	445353.01999999996	395026.3300000001	394432.19999999995	363172.39999999997	370884.58000000013	426707.3300000001
Benzoate degradation [PATH:ko00362]	106763.46000000004	114257.29000000004	144916.23000000004	121894.13000000003	154786.77000000002	129732.63	155140.05000000002	117717.37000000004	69460.44	102028.78000000001	113071.60000000002	90367.84000000004	116804.86999999998	152451.35000000003	124808.13000000003	79981.10000000002	99708.19	109809.84	147459.66999999998	87554.97	135476.06	77876.94000000002	131952.61000000002	116918.62999999999	125329.97	100861.02000000005	83652.08000000003	108017.72000000003	130735.01000000001	144831.24999999994	100052.55000000005	146101.83	105453.21000000005	94921.70000000003	124448.64000000004	105786.23000000003	106861.52000000003	100861.22	86148.32	133246.26	112452.9	119649.29000000001	107759.40000000001	90885.28000000004	125679.21000000004
Betalain biosynthesis [PATH:ko00965]	39.0	1136.4900000000002	767.4900000000001	1397.83	340.99	1546.29	666.1299999999999	287.33	36.66	231.57	40.50000000000001	563.18	334.17	184.50000000000003	690.4900000000001	46.33	190.6	722.8700000000003	353.13	3890.43	595.94	5837.87	37.66	40.5	228.99000000000004	36.17	1391.53	532.17	61.35000000000001	105.75	143.0	117.68	230.14	247.98	336.83	213.01	399.3	143.16	197.65000000000003	170.16000000000003	119.63	418.50000000000006	283.82999999999987	542.83	342.0100000000001
Bile secretion [PATH:ko04976]	0.0	2.33	0.0	0.0	0.0	0.0	1.17	0.0	0.0	1.67	7.33	0.33	0.0	0.0	0.0	0.0	0.0	2.83	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	1.67	0.0	0.0	0.0	6.0	4.5	0.0	9.0	0.0	0.0	0.0	0.0	4.17	5.33	0.0
Biofilm formation - Escherichia coli [PATH:ko02026]	331297.25000000006	327427.7000000002	399601.7	334158.1500000002	408865.89000000013	357434.1999999997	391676.17999999976	361623.7499999999	210541.22999999992	297861.44000000024	344432.82999999984	293955.29000000015	375239.7199999998	399224.06000000023	363967.34000000026	259948.71000000005	312054.66000000003	304680.07	434774.2899999999	477914.55	374539.83999999973	500262.50000000035	375057.0099999999	337131.18	333261.2399999998	334417.8900000001	252179.81999999992	321161.1900000002	377554.4199999998	400877.2799999997	275842.6300000002	376936.2200000001	311084.2000000002	323275.25999999995	371230.41000000027	323144.0500000001	304931.5200000002	269074.94	274119.50999999983	372069.98000000004	313149.64999999985	323500.2699999998	292685.34000000014	258319.97000000012	347790.5000000002
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	188063.31000000014	175670.05000000005	231654.6400000001	185023.81999999992	247191.99999999994	208525.9700000001	235419.71000000002	209686.1699999999	105557.13000000002	161518.72000000006	202684.63999999984	153739.4400000001	219506.4800000001	242307.29999999996	213649.06000000006	141101.86000000004	167590.9499999999	155820.25	264438.2699999999	139247.02999999997	202894.06000000006	143704.0400000001	221790.33000000005	189829.97999999998	180030.86000000004	192286.84000000005	126348.06000000006	168366.40000000002	227819.74999999983	237077.7599999999	151645.96999999994	247933.8599999999	173389.3100000001	181215.73000000004	218107.32000000004	193172.3200000002	167443.52999999997	137454.45000000004	149546.80000000005	217891.74000000005	171452.15000000005	231380.43	191959.6500000001	158760.3600000001	226077.7200000001
Biofilm formation - Vibrio cholerae [PATH:ko05111]	309015.18000000005	244705.28000000012	283103.25	255983.7999999999	292518.70000000007	267507.79	287369.1300000002	279865.7300000003	160701.05000000002	215235.83000000005	291924.6700000001	222809.08	269950.0400000001	282084.8599999999	276378.3099999998	203753.7299999999	224491.63000000015	230073.81000000008	314023.17000000004	460202.37000000005	267375.84999999986	459868.12000000034	268010.82999999996	243446.72000000003	247646.49999999994	251370.50000000006	188795.96	244077.25999999986	271603.9000000002	275653.1199999997	217959.92000000004	269068.1199999998	248405.32000000004	235671.38000000024	258199.37999999992	233975.02000000008	229195.03000000023	231844.88000000015	207994.38999999993	273475.0300000001	244846.48999999987	257283.94000000015	233807.8199999999	247032.38000000006	273528.5800000001
Biosynthesis of ansamycins [PATH:ko01051]	123194.36000000006	137013.24000000008	170414.98	132421.16000000006	180687.33	150807.88999999998	175702.52000000005	150179.72	83784.52	124608.01000000005	135178.68000000002	114155.39000000006	161135.59	180947.22	156573.93000000002	108684.51000000004	118786.55000000006	126402.49	180865.85	86658.57000000004	158877.50999999995	77619.84	158321.91	137153.46000000002	142896.80999999994	137249.35000000006	93325.36000000004	123832.09000000005	158180.30000000002	178313.11999999997	112809.17000000006	172397.00999999998	142037.99000000005	129960.1	163250.96000000002	137166.12000000008	122830.74000000006	112916.11	106936.72	165706.41	136852.85	141781.45	125825.82999999994	117985.77000000006	157923.11000000004
Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	2398.46	4141.730000000001	3088.6499999999996	6919.599999999999	1266.4500000000003	4764.599999999999	2117.7	3765.5600000000004	7819.78	5324.829999999996	3872.8500000000004	7722.45	2934.7000000000007	1339.3499999999997	2768.0099999999998	7753.259999999999	5295.290000000001	6800.84	3829.5699999999993	58499.85999999999	4467.88	71443.70000000001	3010.3899999999994	3485.04	4203.889999999999	3504.0299999999997	8796.960000000003	7738.259999999999	2064.6500000000005	1961.6200000000001	6346.29	4592.679999999999	6204.050000000005	7334.06	4774.879999999999	5309.79	7449.890000000002	5568.27	7808.679999999999	3893.8900000000012	4728.990000000002	6858.700000000001	7535.3099999999995	7027.0	6316.82
Biosynthesis of type II polyketide products [PATH:ko01057]	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	22.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Biosynthesis of unsaturated fatty acids [PATH:ko01040]	492.83	2306.1699999999996	1741.4	3043.66	832.17	3194.1899999999996	1390.96	1017.1799999999998	2485.41	752.2	841.8399999999999	1183.65	695.7599999999999	320.32	1394.7399999999998	3218.83	533.53	1683.9499999999998	1146.07	12317.36	1511.78	18047.96	121.39999999999999	114.58	560.3100000000001	143.57999999999998	3010.2500000000005	1154.3200000000002	153.01	232.64000000000001	1301.33	470.99	784.01	1048.68	1007.5699999999999	687.1700000000001	1295.67	1373.42	1451.9	931.17	885.82	1124.18	762.08	1720.5	1223.58
Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	39974.25	46108.89000000002	51708.91000000001	46585.98000000002	50243.73000000002	49377.51	48083.14	48160.580000000016	31485.210000000014	38549.24	42217.500000000015	40808.790000000015	52879.67999999999	48826.22000000002	49399.03000000001	42512.77	40244.68	40801.80000000002	58283.97	76080.00000000001	45568.92	67185.03000000003	45157.88000000001	40532.790000000015	41549.42000000001	45551.18000000002	36366.42	43943.11	46741.88000000001	48642.59999999997	39382.77	53456.99000000001	44735.59000000001	48003.330000000016	51187.60000000001	48557.24000000001	43361.02000000001	44403.12000000001	39066.91	51466.19000000002	44151.3	49708.74999999999	44135.38000000001	47034.18000000002	52035.76
Biosynthesis of various secondary metabolites - part 2 [PATH:ko00998]	89375.62	104644.29000000002	133025.49000000002	107643.7	137243.29000000007	116123.41999999998	129121.22000000002	112725.15000000002	65478.79	93216.12000000002	102580.24	87247.77000000003	120223.93	134829.08999999994	116384.02000000002	84585.02000000003	95008.15	97340.7	141707.74	75557.59	117997.15999999995	66005.31000000003	120147.26000000002	106059.05	105018.63	102819.51000000004	72450.00000000001	97670.38	121709.7	132523.19999999995	87916.35000000003	120403.86	99343.67	100546.65	113855.99000000006	100247.73	95033.36000000002	86788.20000000001	82216.53	121077.03	99354.8	98830.81	86574.51999999999	79502.99000000003	109785.85000000002
Biosynthesis of various secondary metabolites - part 3 [PATH:ko00997]	4.0	4.56	8.0	3.0	4.0	9.3	5.16	0.0	4.0	18.28	0.0	8.0	0.0	0.0	8.0	0.0	37.72	154.41000000000003	8.559999999999999	753.8600000000001	138.45	126.84	0.0	0.0	12.0	0.0	55.44	32.0	12.0	6.279999999999999	2.0	5.0	5.699999999999998	14.5	5.5	9.64	11.700000000000003	22.29	4.0	10.5	14.060000000000002	1.5	4.0	16.0	1.0
Biotin metabolism [PATH:ko00780]	318399.3000000001	320622.12	374053.7800000002	338471.66000000015	376628.4700000001	345984.47	361080.7	335886.26000000007	229710.68	295581.3400000001	326379.02999999997	289868.69000000006	353390.41	371994.4900000001	349716.11000000016	283364.88000000006	302827.23000000004	315079.69000000006	404509.2899999999	534875.5200000001	347125.18999999994	523070.87000000005	345192.18	317991.03	326446.82000000007	317843.39000000013	280375.68000000005	327630.76	342254.38	363954.12999999995	285073.20000000007	380609.95999999996	324172.4300000001	323459.6500000001	367327.44000000006	327248.0800000001	319056.26000000007	287844.4600000001	287545.38000000006	366670.70000000007	315853.64	345435.49999999994	319999.53	294379.7800000001	357366.8400000001
Bisphenol degradation [PATH:ko00363]	0.0	1.0	0.0	0.0	0.0	9.0	12.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	21.0	22.0	28.0	13.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0
Bladder cancer [PATH:ko05219]	29.0	7.14	95.66	101.83	70.5	100.12	79.28999999999998	26.67	18.33	8.9	15.67	5.33	16.67	6.83	13.83	22.0	31.76	197.04	245.47	3884.76	382.12	5808.71	9.66	5.0	26.66	16.0	68.86	15.33	10.67	5.24	2.33	5.33	84.31	113.67	99.83	122.0	89.64	19.0	10.66	13.5	4.800000000000002	12.17	1.33	30.0	6.0
Butanoate metabolism [PATH:ko00650]	573939.7600000002	582274.87	704479.3800000002	615894.13	722206.5200000003	633369.0299999998	708522.4600000001	606063.5000000001	381656.31999999995	526459.8700000001	587554.6399999998	509782.2500000002	628641.76	713912.3500000001	636337.4300000003	473360.94999999995	519764.2300000001	567866.6100000001	734725.6599999999	819932.2600000001	651438.7599999998	743079.4500000003	629528.9299999999	579833.8800000001	618683.77	554745.49	437203.0300000001	568655.8200000002	626943.3500000001	684321.1299999995	516362.3600000001	670943.69	589181.2400000002	562466.7500000003	652506.78	572260.9900000003	564850.2300000001	531400.9199999999	486302.0800000001	660094.5599999999	573400.4499999997	595051.3700000001	534151.6999999998	512339.0800000001	643524.6800000003
C5-Branched dibasic acid metabolism [PATH:ko00660]	277786.78	280199.0500000001	356810.72	303050.0800000001	366723.1300000001	319040.13999999996	347095.86	319600.58000000013	192399.74000000002	262461.61000000004	306746.18000000005	237807.25000000012	319956.9	360923.60000000003	318039.95000000007	235930.40000000005	263662.7899999999	262088.6	384180.88	351121.61	321049.7699999999	348335.75	333594.06000000006	292691.45999999996	285194.3	288279.4300000001	217189.13000000003	275144.27	331510.51000000007	354274.3199999998	250459.7000000001	344921.3	265136.3200000002	274306.17000000016	322154.12000000005	281710.4900000001	273559.1200000001	246370.91000000012	240241.8300000001	337503.19	280351.87999999995	298062.94	267186.3899999999	233042.3700000001	315679.1100000001
CD molecules [BR:ko04090]	2801.63	7093.32	5787.34	14275.95	1811.02	9243.96	3673.84	5293.8600000000015	7560.23	7280.52	4294.74	12426.03	3917.1	1952.81	4085.35	7818.53	8016.33	11572.660000000002	5264.2	67722.31	4311.1	67598.45	4153.5	5143.710000000001	6175.67	4454.52	14373.5	14014.6	3079.89	2660.88	7237.62	3312.450000000001	11041.32	12157.85	8443.64	7721.099999999998	12747.66	5595.92	9252.36	4624.66	5056.59	4615.27	6250.65	6917.24	6462.06
Caffeine metabolism [PATH:ko00232]	24.0	0.0	10.0	6.0	18.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	12.0	0.0	0.0	4.0	21.0	9.0	1.0	5.0	3.0	0.0	6.0	1.0	20.0	0.0	16.0	3.0	3.0	1.0	0.0	3.0	0.0	0.0	0.0	23.0	7.0	16.0	5.0	7.0	4.0	0.0	0.0	14.0	2.0
Calcium signaling pathway [PATH:ko04020]	5.25	10.0	17.5	20.25	5.0	30.5	19.0	12.25	5.25	2.5	13.0	22.5	2.5	8.0	7.5	4.5	19.5	51.75	30.5	384.0	15.25	167.5	6.5	7.0	9.75	4.5	31.5	14.75	3.0	4.5	16.0	16.0	8.75	14.25	10.5	11.75	6.5	11.5	25.0	9.5	14.25	10.25	16.5	5.25	15.25
Caprolactam degradation [PATH:ko00930]	260.5	1196.9200000000003	973.15	1682.6599999999999	586.3299999999999	1818.67	937.3699999999999	434.67	132.16	324.86999999999995	135.66999999999996	630.1600000000001	429.84000000000003	181.49000000000004	748.1600000000001	163.5	368.78	1359.53	894.25	8342.26	1270.15	11704.630000000001	110.49	121.33	459.15000000000003	150.0	1662.25	590.6600000000001	102.51	147.88000000000002	365.48999999999995	223.66000000000003	451.57	605.8399999999999	581.1600000000001	574.97	703.56	763.12	373.99000000000007	474.33	730.5699999999998	759.3399999999999	400.15999999999997	943.83	464.5
Carbapenem biosynthesis [PATH:ko00332]	76917.70000000003	79801.87000000002	96831.09000000003	81314.84000000003	100153.18000000002	86023.44	94473.76000000002	87124.70000000003	54792.92000000002	72113.43	83377.93	64995.26000000001	88320.33999999997	97999.14000000001	88915.08000000002	64866.24000000003	72072.68000000002	74396.05	103434.3	78256.06000000003	89522.41999999998	81205.35	89885.78000000001	79226.9	79804.68	79440.42000000003	60800.52	76343.06	87967.76	95361.79999999994	70023.47000000002	91692.62	78864.78000000003	77108.22000000003	92080.60000000002	81606.66000000003	76660.10000000003	71512.11000000002	69364.84000000003	90624.74	78799.76000000002	81237.32	69174.43999999999	67805.52000000005	86290.68000000002
Carbohydrate digestion and absorption [PATH:ko04973]	1257.5	1393.1	1554.16	4384.08	429.41	2328.29	799.5	2042.4199999999994	2973.58	1848.38	1455.6699999999996	4086.58	1149.51	440.82	958.91	3077.74	2038.77	5450.07	2174.53	49627.59	3770.0299999999997	44786.34	715.83	1313.75	1596.07	1004.0799999999997	3127.14	3672.83	752.26	565.81	2389.83	998.5799999999997	4657.760000000001	4241.59	3315.24	1678.72	4023.75	3648.29	2945.83	1474.83	2905.19	1141.0900000000001	2129.24	3423.58	2057.33
