function	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	62595.03000000004	46390.93000000001	48528.72000000001	49169.56	55848.44000000002	46516.77	61490.56000000001	59309.41000000003	52067.13000000001	50530.59	44070.20000000001	58592.25000000003	41078.68999999999	60908.07000000003	53109.28000000001	49313.90000000001	49128.87000000002	35981.98	50884.12999999999	39622.290000000015	57701.26000000003	47254.44000000001	45599.50000000002	53448.67	54526.34	51509.52	43374.84000000002	39724.44000000002	47674.04000000002	59868.94	59778.92000000001	64791.03000000001	70034.24	54412.71	51217.62000000001	44310.85000000001	39126.640000000014	48375.830000000016	44134.89	41622.8	79986.63999999997	59685.03	29595.710000000006	50190.16999999999	74781.99000000003	58265.61999999999	44827.75000000002
K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	119541.60000000006	88177.03999999998	81558.54000000002	103437.79	103238.11000000004	83218.34000000001	108579.43999999996	104435.19000000002	100910.07	105906.1	75003.38000000003	102419.97000000004	84447.30999999997	109806.03	101487.04000000008	98427.24000000003	88275.18000000002	67299.07	104225.61000000002	76504.27	105279.27	91789.06000000004	86126.77000000003	96130.05999999998	106602.87000000002	89143.04999999997	82277.92000000003	70275.41000000003	90496.13000000002	114468.01000000002	112662.73000000005	118196.45	117322.35000000002	102494.06	88923.15	95041.43000000004	91356.25000000006	93884.32000000002	80062.90999999999	72735.91999999997	123464.33999999998	85637.44	52289.15000000001	101038.19	130581.17000000006	115735.01999999995	92687.94000000005
K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	3235.46	4525.56	10627.04	2565.6800000000007	8308.56	2518.87	5112.230000000001	5820.009999999998	2341.77	3418.76	3288.94	7341.019999999998	6440.840000000001	8269.910000000002	8829.789999999999	4868.749999999999	8074.04	2467.100000000001	6704.839999999998	2627.62	13347.02	6195.969999999998	4379.1100000000015	7598.69	6672.0700000000015	5594.99	9329.920000000002	8429.449999999997	4177.030000000002	5352.88	3748.21	2563.2999999999993	6141.86	4654.05	5862.04	4979.29	3929.76	4071.38	2582.59	3756.55	4429.1	3015.82	2931.23	2983.67	4239.77	3359.61	3911.96
K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	17.5	5.0	25.0	22.0	6.0	33.57	33.0	75.57	14.25	3.0	9.0	23.0	3.0	29.54	42.0	100.5	17.5	16.0	17.0	30.0	15.14	33.04	44.39	70.61	20.0	6.0	23.0	38.0	8.0	15.39	27.0	52.54	13.25	4.0	10.0	19.0	8.5	31.14	44.0	66.54	15.14	3.14	11.25	7.0	7.0	13.0	48.0
K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	4724.1399999999985	3327.2899999999995	1312.7	957.0	1327.63	1501.25	2305.1199999999994	3006.95	5820.589999999998	1554.65	3159.8	2175.45	682.2099999999998	2600.27	1346.2400000000002	2566.61	1747.43	1469.3299999999995	1705.05	1437.28	1759.91	1768.72	1515.8399999999995	1911.65	2421.05	2026.55	1486.2699999999998	1149.5800000000004	2251.26	2494.6500000000005	2849.9099999999994	4184.25	4656.869999999999	2423.36	3025.1	1516.43	940.63	1458.18	1047.13	1801.98	4283.33	4331.879999999999	1080.01	1743.73	3707.62	1905.0	1903.05
K00066	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	17.4	7.2	14.4	4.8	7.2	31.0	31.8	69.0	15.2	4.8	8.4	7.8	4.4	26.2	32.2	69.0	12.6	10.2	6.6	7.8	7.6	37.0	31.8	62.0	19.8	12.8	11.8	5.2	18.6	18.8	22.8	40.0	12.0	4.2	10.6	5.8	6.4	29.0	36.4	58.0	20.0	2.2	7.8	6.8	4.0	15.8	36.4
K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	40296.090000000026	34999.509999999995	35496.94999999998	33426.790000000015	39765.800000000025	30419.68	40272.58	36437.820000000014	36387.400000000016	38912.960000000014	28874.3	40963.360000000015	34099.399999999994	41331.38000000002	40527.28000000001	37076.13000000001	33796.02	27781.64	38927.74000000001	27899.72	43074.410000000025	36936.24000000001	34304.509999999995	38430.24	41203.35000000001	37345.8	33860.150000000016	28663.980000000003	35654.0	42822.69000000002	40380.12000000002	43060.49000000002	44813.72000000001	37723.37	34575.75	25513.23	19431.32	32556.160000000003	25960.450000000004	27235.72	49242.33	35416.57999999999	18869.87	35235.860000000015	48848.73000000002	42445.48999999998	27377.33
K00068	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	183.54	358.07	223.53000000000003	180.7	264.49	381.54999999999984	217.32	244.32	247.56000000000003	252.1	210.08	189.36	249.1	345.54	183.74	213.98	213.83	277.77	208.57	252.57000000000005	162.92	302.7399999999999	153.31	177.98000000000005	153.43	226.28	141.51	163.68	211.03	175.5	147.92000000000004	140.61	184.12	260.09000000000003	137.5	189.07000000000005	241.98000000000005	326.38	135.81	135.06	145.49	166.98000000000005	80.92999999999998	74.73	105.27	216.97	147.66
K00073	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	72.46	89.6	289.2	139.73	94.8	125.2	91.33	83.67	91.53	71.0	315.0	226.0	170.07	150.32999999999996	18.86	30.2	35.27	23.47	110.66	153.66	40.93	63.0	72.0	88.0	75.25999999999998	70.4	252.67	188.0	103.47	101.4	49.33	55.0	62.8	56.0	252.67	181.33	86.33	102.66	60.33	22.87	37.73	43.0	163.33	85.53	50.2	182.86	38.0
K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	38188.27000000002	23046.69000000001	15552.13	35742.53000000001	26578.720000000005	30720.189999999995	33078.4	32422.260000000013	30127.39000000001	31351.540000000008	23349.0	26985.35000000001	18309.709999999995	29468.77000000001	23795.330000000016	27560.69	23210.40000000001	18553.31	27784.900000000016	24378.80000000001	20578.940000000006	21736.230000000003	22790.63	24233.29	28668.03	22404.81	16494.630000000005	16511.190000000002	24221.91000000001	32447.91	35586.63000000001	40149.60000000001	34758.719999999994	31369.200000000004	25005.430000000004	25630.550000000007	25914.35000000001	22856.77	24175.77	17554.79	34936.540000000015	20843.7	11924.07	27751.56000000001	38208.540000000015	33008.180000000015	24342.110000000004
K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	38917.24000000003	30160.11	24927.71000000001	34879.19000000002	34824.71000000003	31263.380000000005	36372.69	35396.830000000016	34170.70000000001	35600.73	26196.19000000001	32781.470000000016	29804.829999999984	36714.53000000001	34082.570000000014	35329.26000000002	27714.09	25613.379999999994	34972.490000000005	28023.23000000001	32187.57000000001	32340.08	30785.32000000001	31214.91	34177.9	29506.76000000001	24949.980000000014	21194.590000000004	31715.520000000004	37310.080000000016	37287.930000000015	37955.26000000002	36756.26000000002	34050.340000000004	28800.03000000001	30704.7	29855.380000000016	32033.490000000016	30152.7	24624.429999999986	40189.74	30109.27	18412.280000000006	33580.57	42832.19000000002	38673.679999999986	30233.720000000016
K00076	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	12041.93	8232.4	2985.2	9533.5	4881.5700000000015	4757.53	6759.55	6517.75	11087.76	11343.31	4104.13	6584.75	3066.3	7673.969999999998	5805.6	5310.52	5269.38	4964.04	11753.71	6387.35	4861.01	6866.86	7155.73	4463.67	5715.08	2964.26	3172.92	4286.52	6455.75	6938.77	6278.440000000001	8562.18	6006.05	6068.68	4338.74	5664.16	2909.75	3240.84	3279.73	3018.25	7981.72	3783.01	1468.35	7650.759999999998	15601.69	10520.68	5232.53
K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	36409.55	27457.380000000005	29610.330000000005	30355.939999999995	36514.76	21830.75	33563.94	33328.180000000015	28913.51000000001	32530.179999999997	22336.209999999995	32964.220000000016	26352.799999999992	36046.0	34204.73	29717.680000000004	29210.710000000014	19626.11	34954.090000000004	21301.26	39067.819999999985	28979.090000000004	25769.040000000005	33557.37	35828.92	27129.19	27176.28	24506.370000000006	28084.399999999994	35665.35000000001	36067.41	36238.37	37952.7	32883.09	29229.19	20789.980000000003	15401.82	21269.44	16205.870000000004	19747.22	36064.81	22246.28	12399.589999999998	27705.58	41838.34	34846.990000000005	22141.87
K00082	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	5.0	7.0	23.0	7.0	1.5	5.0	5.5	1.0	3.0	4.0	13.5	0.5	4.0	3.5	3.5	0.5	3.5	11.0	8.0	4.5	2.0	11.0	4.0	3.0	1.5	4.5	6.0	2.0	1.0	2.0	4.0	1.0	1.0	2.5	6.5	12.0	18.5	4.0	9.5	7.0	34.0	4.0	9.0	12.0	5.0	26.5	19.5
K00086	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]	8.48	15.969999999999995	37.57000000000001	8.8	21.24	28.010000000000005	16.31	20.19	47.69	82.99000000000002	37.74	18.76	52.19	110.95	110.09	93.52	51.53	39.9	50.68	105.51	48.48	62.74	152.63	125.78	57.0	43.35	39.32	60.41	273.36000000000007	25.629999999999995	6.01	12.62	17.84	8.129999999999999	89.09000000000002	14.76	23.71	41.45	58.3	19.51	51.73	15.519999999999998	21.91	19.91	25.94	33.82000000000001	10.62
K00087	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	10299.46	9084.33	15260.53	6693.01	19128.140000000007	6870.53	13874.97	15352.16	9306.11	8380.17	9853.8	11485.59	13185.7	18098.73	16516.44	10408.34	13696.07	6876.58	14347.9	5934.3	24473.570000000003	14290.07	9223.84	15581.98	12966.24	11819.06	12435.23	6418.1	10298.6	11942.4	11581.28	10399.2	15526.71	14048.27	11246.04	4714.6	2493.6	5503.47	3976.84	8571.51	10090.54	6660.97	4357.74	4871.04	9626.22	7297.81	4897.37
K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	39189.57000000002	29972.599999999995	27937.19	35302.360000000015	34546.050000000025	31362.870000000006	38106.040000000015	35390.74000000001	33526.87000000002	35818.07	27116.86000000001	35625.88000000001	30372.739999999987	36412.03000000001	34762.16000000002	34438.76000000002	30410.020000000004	25019.709999999992	34986.570000000014	28083.31000000001	34192.32000000001	31792.66	31162.07000000001	33234.829999999994	35683.65	32335.43000000001	29163.31000000002	26533.010000000013	32118.93	38300.570000000014	38148.44000000002	40419.000000000015	38856.43	35044.26000000002	29853.610000000004	33393.700000000004	32507.130000000016	33281.000000000015	30288.53	25051.75999999999	41800.24000000001	30204.18	19098.69	34142.990000000005	43039.180000000015	38827.679999999986	31714.130000000005
K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	77.88	115.27	188.7	83.6	65.59	118.67	36.78	93.26	58.42	65.92	122.26	87.92	60.05	56.87999999999999	82.82	171.25	118.14	156.21	201.11	197.59000000000003	104.2	122.76	77.92	129.1	95.38	96.61	174.39	116.46	94.96	49.73	42.66999999999999	80.89000000000001	64.78	86.39	136.55	102.81	90.83	82.21000000000002	31.91	63.05	46.6	64.58	83.36999999999998	62.8	29.280000000000005	43.38	45.53
K00091	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]	84.0	103.7	97.4	89.6	88.2	110.3	64.8	53.0	44.9	58.0	128.9	104.8	73.2	68.8	38.7	105.5	41.6	65.2	99.6	77.3	55.1	45.8	69.9	68.5	42.9	62.7	99.8	77.5	76.1	69.1	40.8	38.0	57.0	73.5	100.6	56.6	60.4	44.5	48.9	43.0	37.5	78.0	55.3	71.3	176.5	85.1	166.9
K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	36.1	58.53	58.23	52.54	54.29	72.83000000000001	6.55	52.91	8.27	12.25	19.85	31.39	32.42	17.17	16.439999999999998	75.23	22.03	32.26	36.55	53.18	35.57	34.7	8.21	46.92	11.09	13.77	28.68	24.86	32.49	12.61	15.02	47.84	25.15	33.62	30.070000000000004	25.6	51.09	31.700000000000006	4.0	42.45	6.79	16.33	12.99	9.72	14.28	14.96	1.4700000000000002
K00096	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	1117.4	1209.0	429.7	1020.7	579.0	1075.2	1581.57	1149.07	1005.3	1682.8	847.9300000000002	706.0	831.7	1196.4	845.5	607.5	614.5	824.0	306.0	563.5	1369.5	722.2	708.5	473.8	1220.8	776.1	735.7	604.4	955.4	1499.8	1385.5	1427.9	1736.7	2021.9	1538.2	868.3	558.0	622.0	528.1	685.64	1110.0	702.49	315.0	443.0	703.0	701.7	885.84
K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	9852.48	12033.080000000002	23044.02	6796.470000000001	18699.49000000001	7104.740000000002	13005.75	14420.43	10553.85	9799.780000000002	9652.43	15403.36	16697.230000000003	18486.049999999992	18356.75	11346.080000000002	16595.190000000002	8602.59	14768.05	8122.450000000002	27321.44	15511.910000000002	10833.18	17703.670000000002	17472.870000000006	16717.940000000002	19568.86	14385.090000000006	11461.35	13307.39	11327.28	8863.19	16788.1	12514.97	14627.45	10400.47	7303.169999999999	10250.540000000005	6801.32	10973.840000000002	14365.8	12260.11	7918.25	8314.3	13381.28	11203.080000000002	8923.19
K00098	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]	4.83	1.0	5.0	18.33	0.0	3.5	6.33	2.0	5.5	1.0	11.0	28.0	1.0	2.83	1.83	17.0	8.17	8.0	1.33	19.33	2.0	5.17	5.5	1.33	6.83	1.0	0.67	30.0	2.0	0.33	0.5	1.0	4.67	0.0	3.0	11.0	1.0	2.83	2.33	2.5	2.83	1.0	0.0	4.33	0.0	0.8300000000000001	2.5
K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	38522.50000000002	28751.69	27370.39000000001	34681.26000000002	33525.76000000002	30653.79	35854.579999999994	34544.51000000002	32548.060000000005	34640.959999999985	24912.71000000001	33515.39000000001	29482.319999999985	35432.51000000002	34294.98	34022.62000000002	29825.870000000006	24020.269999999997	34536.78	27287.72000000001	33674.150000000016	31277.840000000004	29621.11000000001	31401.54	35110.26	30749.07000000001	28141.140000000014	25856.730000000014	29979.04	36948.85000000001	36946.210000000014	37681.92000000001	37133.05	33612.450000000004	29214.85000000001	32937.54	32099.550000000014	31944.860000000004	29025.82	23899.499999999985	39706.04	29532.189999999995	18298.850000000006	33691.03000000001	42466.11000000002	38115.789999999986	31133.14000000001
K00100	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	21930.27	21205.2	31819.52	20743.360000000004	30846.42	23701.27	29911.02	30101.290000000005	19660.11	19380.38	23550.480000000003	32905.54	26660.93	36376.66	34952.91	31686.82	28472.99	16609.510000000002	27680.26	20354.22	38267.21	28100.1	25332.8	30135.360000000004	26661.45	27517.960000000006	27785.45	22287.37	23635.66	26226.900000000005	24460.01	20979.8	29226.14	24351.87	22003.4	27334.449999999993	27508.38	31710.89	28428.650000000005	23577.42	35414.17000000001	29431.5	19752.98	28085.750000000004	30776.56	27188.94	28419.02
K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	153.98000000000005	181.23999999999995	292.43	183.3	142.20000000000005	222.07	105.68	193.43	101.86	105.34	180.57	164.36	139.84	128.3	176.73000000000005	332.36999999999995	197.04	247.87999999999997	268.88	324.07	195.09	222.03000000000003	150.39999999999995	243.64	148.03	151.47000000000003	227.87	203.46	155.14999999999995	98.48	85.22	154.08000000000004	108.48	127.14	172.42000000000004	169.96000000000004	151.29000000000005	151.21000000000006	102.45	169.89	79.8	103.56	110.46	83.19	60.72000000000001	96.37	123.1
K00102	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	500.5	217.0	301.0	457.17	458.0	240.5	261.5	360.0	327.0	261.0	189.0	228.5	142.5	258.5	194.5	411.0	198.5	151.0	270.0	152.0	234.0	101.5	167.5	265.0	276.0	268.0	180.0	162.33	71.5	497.0	600.5	853.5	444.5	380.0	366.0	135.83	77.0	102.5	98.0	95.5	42.5	42.5	80.5	55.5	33.5	97.0	118.5
K00104	glcD; glycolate oxidase [EC:1.1.3.15]	2258.1799999999994	2670.84	4625.96	1862.26	2144.61	1904.56	1678.12	2755.2199999999993	1900.39	1611.21	1582.57	4509.25	2155.0700000000006	2049.73	2547.0599999999995	2488.09	3859.82	1796.6800000000005	3079.9	1496.07	3447.5399999999995	2332.02	2022.3499999999995	2572.9100000000008	4411.620000000001	3500.339999999999	4744.03	6647.65	1274.6	2445.3499999999995	2287.74	2602.36	3080.1399999999994	1957.27	3363.8799999999987	4626.12	4437.249999999999	6326.8499999999985	4909.88	4239.17	3401.94	7095.2	3601.07	2868.2699999999995	1444.36	3103.350000000001	3993.02
K00105	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]	71.5	104.83	104.0	69.0	90.0	149.32999999999996	152.17000000000004	141.0	109.33	114.5	131.83	102.5	112.33	159.67000000000004	42.25	34.83	21.17	20.0	25.0	18.83	19.0	41.92	100.5	74.83	55.17	62.67	66.17	57.0	70.67	55.67	55.67	34.33	49.5	42.0	38.33	49.83	62.83	129.42000000000002	54.0	40.75	55.92	48.58	52.42	30.17	22.08	56.42	45.67
K00108	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	280.8	232.67	386.32999999999987	177.47	169.07000000000005	480.52	477.05	778.76	246.89	190.92	291.05999999999995	243.85	225.45	452.98	429.63999999999993	838.5000000000001	262.67	279.28000000000003	283.9	287.44000000000005	164.48000000000005	433.61	385.3	713.4399999999997	261.27	204.59	310.32000000000005	234.46	156.73999999999995	229.6	285.6	445.81	184.28	142.80999999999997	234.83	163.93000000000004	130.63000000000002	401.95999999999987	486.38	653.2199999999998	226.77	180.16	204.64	143.74	125.61	284.58	520.9999999999999
K00109	L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	1.5	2.0	4.0	3.0	8.0	5.0	1.0	1.5	0.5	0.5	0.5	2.5	6.0	1.0	1.0	1.5	0.5	0.5	0.0	2.0	4.5	1.0	0.0	0.5	0.0	0.5	0.5	1.5	6.5	0.5	0.5	0.5	0.5	1.0	0.5	0.5	8.5	0.0	1.0	1.5	0.5	0.5	0.0	3.5	3.0	0.5	0.5
K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	34798.720000000016	26764.45	24078.14000000001	25802.16	33862.06000000002	21286.739999999994	30840.26000000001	30231.83000000002	30715.530000000013	31400.74	20674.56	28097.23000000001	26285.13999999999	34039.10000000001	32553.560000000016	27469.040000000008	24657.49000000001	21440.989999999983	34584.44	20295.94	35799.94000000002	31616.18000000001	26128.37000000001	28487.349999999995	32989.66	25895.3	21794.710000000017	17201.700000000004	26415.87000000001	34368.000000000015	31898.730000000018	32959.8	34588.399999999994	29205.41	26939.12000000001	29754.730000000003	27745.31000000001	26730.39000000001	23820.53	23866.85999999999	38862.65999999999	28803.349999999995	16157.85	31455.600000000013	42211.87	37880.429999999986	27886.820000000003
K00112	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	509.11	242.58	231.54	471.53	497.55	348.2399999999999	268.81	387.59	371.82	316.1400000000001	194.86	322.95	242.38	260.32	222.28	534.2500000000001	277.7100000000001	248.34	368.52	269.12	355.18	192.82	179.49999999999997	313.5200000000001	284.63	349.51	208.42	166.98999999999995	168.86000000000004	534.9999999999999	633.04	910.89	520.2	454.75	391.62	132.33	126.43	909.04	1303.5099999999998	1605.4600000000007	665.35	2835.11	896.73	81.83	71.11	120.97	91.8
K00113	glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]	524.78	243.58	258.54	499.53	502.55	370.24	299.81	453.92	385.49	318.1400000000001	204.86	334.95	252.71	285.32	248.95	603.2500000000001	292.7100000000001	255.67	377.19	292.79	360.85	218.49	203.5	371.85	299.3	355.51	216.42	176.98999999999995	172.19000000000003	549.3299999999998	652.7099999999998	945.89	530.87	455.75	396.95	132.0	127.1	929.71	1334.5099999999998	1655.7900000000004	675.35	2835.11	901.4	82.83	72.11	134.64	123.8
K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	47.0	51.2	44.4	26.6	28.2	41.8	22.8	16.0	28.4	43.0	20.4	6.8	16.2	41.8	33.2	17.0	29.6	60.2	25.6	25.8	13.6	19.8	33.4	15.0	38.4	47.2	26.8	14.0	11.6	25.6	12.8	15.0	26.0	38.0	24.6	18.6	16.4	36.0	41.4	8.0	16.0	40.0	12.8	10.8	8.0	27.6	35.4
K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	180.89	234.24	294.1	183.63	223.45	330.38999999999993	495.18	467.5	341.43999999999994	295.8400000000001	459.9	417.19000000000005	574.6799999999997	523.3399999999998	230.64	374.79	262.54	278.05	350.29	396.15	269.48	308.32000000000005	186.54	288.59	183.94	153.55	298.37	236.46	220.74	137.04000000000002	124.38	168.20000000000005	112.56	129.72	176.84	199.71	194.29	194.43	389.95	408.09999999999985	308.44	336.45	274.87	345.0200000000001	311.72	462.53	433.09999999999985
K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	61.09	115.41	335.16	129.01	88.31	126.28999999999998	46.66999999999999	110.28000000000002	47.60999999999999	74.92000000000002	245.38	125.57	70.47000000000001	70.13999999999999	104.66	205.21	117.92	167.59	346.35	271.46000000000004	123.45	138.00000000000003	105.93000000000002	141.34	73.71000000000002	122.90000000000002	334.3400000000001	166.20999999999995	109.72	59.44000000000001	52.21	89.27000000000002	50.35999999999999	87.16	265.26000000000005	136.39	99.58	85.92	48.17	78.47000000000001	47.2	94.37	201.66000000000003	106.31	41.0	55.95	60.41
K00118	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]	1.0	11.5	46.5	8.0	0.5	1.0	0.0	1.5	1.0	10.0	37.5	5.5	0.0	0.5	0.0	2.0	1.0	6.5	36.0	10.5	0.0	0.5	2.5	0.0	2.0	15.5	44.0	6.5	0.0	0.5	0.5	1.0	2.0	11.5	40.0	6.0	0.5	0.5	1.0	1.5	1.5	11.0	31.0	6.5	0.5	0.0	0.0
