Pathway	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Axon regeneration [PATH:ko04361]	2692.49	3889.04	3328.409999999999	3086.49	4432.16	5127.16	3804.91	3475.73	3456.2799999999993	2734.56	4529.24	2895.38	6058.32	4074.32	4467.1399999999985	6792.24	2421.3299999999995	5976.84	4093.62	4332.6100000000015	3546.1899999999987	6311.209999999999	5724.27	3367.660000000001	2115.87	5170.06	2476.0599999999995	2616.53	4010.63	2860.05	2852.9999999999995	2350.4899999999993	2779.5	2899.15	2747.2599999999993	2595.330000000001	2507.13	3607.369999999999	4838.62	3839.35	2457.24	5079.24	3062.0399999999995	1705.13	1533.7299999999998	2427.73	2704.76
Bacterial chemotaxis [PATH:ko02030]	964552.0399999997	603324.9600000002	410496.1000000001	778429.92	757058.8800000001	567621.9	742835.17	756444.2600000001	748329.5800000002	868734.37	408624.0	552650.03	515752.02	701761.7300000002	657223.0900000002	572220.5700000001	541531.2000000002	423620.51000000007	795449.5099999998	487804.03000000014	716637.0300000003	597821.93	516371.98999999993	615792.7100000002	817501.7799999999	552933.4900000001	441785.4	384926.6499999999	584021.0099999999	894855.2400000001	892269.1799999999	958739.6000000002	873360.98	792052.9500000001	665451.8500000001	583227.42	523201.6500000002	591544.0100000001	507844.22	487272.9800000001	875569.0299999999	578076.64	317570.81999999995	765816.54	1074664.8	903920.76	582820.18
Bacterial invasion of epithelial cells [PATH:ko05100]	388.99	567.0	629.38	548.53	455.1100000000001	744.8	109.19999999999999	712.27	106.13	131.2	214.96	288.3800000000001	266.37	206.5399999999999	66.59	814.05	164.73000000000002	180.49000000000007	301.2499999999999	444.17000000000013	269.0100000000001	234.68000000000006	146.26999999999995	645.5300000000001	175.05000000000007	160.35999999999993	282.19	205.11	309.76000000000016	155.94	114.36000000000001	440.2899999999999	134.14	198.15000000000006	198.45999999999992	95.28999999999999	248.12	252.4299999999999	80.98	523.8199999999999	117.89	201.70999999999992	183.87000000000006	98.75999999999999	135.33	190.1699999999999	48.079999999999984
Bacterial motility proteins [BR:ko02035]	1949325.5099999995	1217886.2799999996	819606.1600000004	1605464.8600000034	1507490.920000001	1184527.110000002	1483321.3599999996	1528820.6100000003	1510948.739999998	1749676.7399999995	823693.2800000008	1122586.3700000003	1042456.7799999993	1405208.82	1345010.4299999992	1195374.4199999997	1098632.57	869306.2499999994	1613070.7899999998	1017237.2900000006	1416187.1400000025	1216724.3900000018	1058463.5900000003	1225536.2400000002	1657527.4999999974	1117372.6699999995	894808.9000000011	813884.7600000004	1176427.5900000026	1795074.210000001	1806900.399999999	1905593.58	1744626.0999999996	1588669.03	1345481.6500000013	1280062.79	1193948.3299999987	1310956.16	1145210.3199999994	1019325.2900000002	1811417.1500000004	1245463.0100000005	703748.4799999996	1661642.6400000008	2222271.4900000007	1870353.4599999997	1294312.5999999985
Bacterial secretion system [PATH:ko03070]	560215.4199999999	395861.9400000001	357112.8500000001	494592.58999999997	451333.82000000024	406499.76000000007	498870.8400000001	480953.6700000003	462054.69000000006	497289.4099999999	333217.1	447665.36	377809.16000000003	474510.6799999998	438144.74000000017	439035.98000000004	404307.87999999995	316513.01999999984	470993.5800000001	372824.54000000015	442793.04000000015	396794.80999999994	393904.0999999999	424949.20999999996	481784.08	419697.2100000003	371896.0399999999	353762.98999999993	408820.26999999996	520568.74000000005	528932.2400000002	566330.91	531291.1900000003	475937.4600000001	410389.16	413939.2500000001	385902.12000000017	411753.39000000013	380490.41	333146.88999999996	538258.8699999999	411255.91999999987	238660.13000000006	432852.11	585332.4600000001	513463.1499999998	390065.96000000025
Bacterial toxins [BR:ko02042]	82341.50000000006	62348.92000000001	61612.700000000026	70646.54000000002	81732.62000000005	63935.82000000003	80664.66	77598.25000000001	66454.04000000002	75940.76999999999	54867.30000000004	74279.45999999999	64842.56999999997	83137.88999999998	79494.97000000002	72539.71000000005	64880.460000000036	52791.34999999998	81462.26000000001	55447.850000000006	84706.10000000005	74310.91000000005	66558.25	71818.13999999996	77140.16000000005	65890.16000000002	57692.23000000001	48362.700000000004	66066.48999999999	82702.02	79729.98000000001	80108.91999999998	84413.02000000002	75148.20000000001	65064.94000000003	67724.45	64071.47000000002	67739.12999999996	60247.43000000003	54058.57999999998	92668.92000000004	59444.299999999996	38849.39000000003	75142.95	94024.84	85549.69000000005	66835.53
Basal transcription factors [PATH:ko03022]	17.38	9.15	5.58	14.0	20.35	16.08	6.0	13.5	10.08	0.31	3.08	11.23	15.85	7.65	17.0	27.27	21.73	12.81	9.23	22.380000000000003	22.189999999999998	16.380000000000003	36.31	42.54	28.35	19.69	20.77	36.92	31.23	18.619999999999997	11.92	17.15	5.27	3.0	1.62	15.73	12.65	11.620000000000001	35.230000000000004	38.42	20.27	20.54	16.62	12.23	22.619999999999997	21.46	8.0
Base excision repair [PATH:ko03410]	346157.6700000003	269979.17000000004	261849.71000000014	302856.87000000005	318322.6500000001	270827.06999999995	329257.7	315866.9000000002	297526.47000000015	318995.26000000007	230573.60000000006	308838.44000000006	274872.4799999999	334392.2600000002	321964.6000000001	304158.2500000001	272300.5000000001	217376.11999999994	321660.47000000003	242264.2300000001	328665.6300000001	294167.85000000003	271579.9600000001	294239.8999999999	326572.44	284113.1800000001	259257.65000000014	236280.96000000014	276616.22000000003	338730.9300000001	334027.5600000002	342833.2800000001	347794.1400000001	306359.79000000004	273780.65	291830.7300000001	277527.8000000001	290683.4900000001	261487.28	225500.97999999995	367344.63	270534.12999999995	169461.32	303766.98000000004	390261.9300000001	351221.44999999995	278231.19000000006
Benzoate degradation [PATH:ko00362]	126155.45000000004	84262.40000000001	62068.17	110874.22	89172.20000000003	89649.35999999999	108031.58	104901.08000000002	101605.02000000002	102653.79000000001	78533.90000000001	90181.24	64591.19999999999	100048.12000000002	84784.35000000003	95328.51000000002	76720.01000000001	67386.84000000001	94777.27000000005	81920.98000000004	77881.88	79710.92000000001	79643.25000000001	84945.17000000001	95156.86	78325.31999999999	59893.62000000001	59305.259999999995	83463.76000000001	108188.43000000002	116155.73000000005	126683.59000000003	117207.73000000001	101084.29000000001	88327.39000000001	76770.28000000001	69021.47000000002	77343.81000000001	73282.7	66905.51	117417.01999999999	84669.95000000001	43374.350000000006	86523.92000000003	126061.75000000003	105729.12	75147.61
Betalain biosynthesis [PATH:ko00965]	269.38	226.93	357.03	444.44	219.26000000000005	308.32999999999987	237.78	223.08	120.93	151.76000000000005	240.43	214.57	169.71	171.21	180.98999999999995	329.59	243.65	270.2199999999999	341.78	327.5900000000001	216.53	317.7600000000001	201.93	282.78	185.55	458.94	279.39000000000004	230.45999999999995	210.13000000000005	161.23000000000005	135.35	208.72	145.29	161.39999999999995	200.22	382.48	308.66	326.0499999999999	207.09	339.06000000000006	133.44	141.92	265.71000000000004	222.97000000000008	115.94	206.39	264.53999999999996
Bile secretion [PATH:ko04976]	0.0	0.0	1.0	18.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	11.0	0.0	1.0	2.0	1.0	0.0	0.0	17.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	8.0	0.0	0.0	1.0	2.0	0.0	2.0	11.0	10.0	0.0	0.0	2.0	2.0	1.0	0.0	4.0	5.0	0.0	0.0
Biofilm formation - Escherichia coli [PATH:ko02026]	311956.4800000002	228745.8500000001	189966.97000000006	275263.80999999994	270816.12000000005	229667.7500000001	280621.3399999999	274952.8000000002	258311.71000000005	282855.7499999998	187043.56999999992	245519.18000000008	222278.2299999999	276875.50000000006	262788.95000000007	259581.37000000008	212397.2400000001	186647.87000000002	276243.34	207860.75000000003	264139.22000000003	245314.21000000005	227528.02000000002	242808.63999999996	280645.45	235552.46	193817.36000000002	168663.67000000004	236304.79999999996	306080.0900000001	302121.0300000001	307409.3000000001	298385.3600000003	272692.89999999985	232751.77999999997	224501.01999999996	212063.47999999992	240345.77999999994	207041.70999999993	185216.26999999996	316556.0599999998	226527.86000000002	134659.7	268102.24000000017	343698.11000000004	304823.7299999999	227304.39
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	193328.34000000005	129787.60999999997	105950.42999999992	160474.80000000008	153475.75000000003	118884.58	153744.59000000003	155375.96000000008	152093.0	173269.09000000008	91581.77999999996	136369.98000000004	112589.18999999992	152816.0400000001	148635.22	135967.95	122290.66000000006	92860.65999999999	164791.14000000007	109382.06000000001	155152.5700000001	130751.31000000001	117432.53999999998	138567.11	172120.7799999999	125216.63999999997	108881.11000000003	96921.32	126106.23000000008	182532.47000000012	182016.68999999997	187597.41000000006	180484.85000000006	159574.55999999997	138846.4400000001	141713.59000000003	132041.25999999998	146474.17000000004	126809.66	119673.49999999997	194611.58	150755.44	82571.20000000003	167935.95999999993	220252.57000000012	192982.45999999996	139098.37999999998
Biofilm formation - Vibrio cholerae [PATH:ko05111]	220073.30999999997	167777.16000000003	163766.21	196167.81000000003	204925.50000000012	182751.11999999997	203831.19999999992	209934.36000000004	183446.7900000001	196421.04000000007	142494.92999999996	179234.09	172006.46000000002	204823.15	194870.20000000007	188374.72000000006	170149.64000000007	137125.64999999997	196336.8	155323.56999999998	208777.8300000001	175333.86000000002	163362.50999999995	183928.39	204308.7	183949.47999999992	160054.11000000004	148124.25000000006	167619.27000000002	215926.87000000005	214968.71000000002	217061.07000000024	219334.24999999985	198226.74000000002	178931.73000000004	196103.85000000003	199943.89999999997	188698.16	178708.51999999996	143842.74999999994	208255.5100000001	166949.27000000002	111366.41	173813.97000000006	223065.37	203682.17999999996	176323.19999999998
Biosynthesis of ansamycins [PATH:ko01051]	135901.71000000008	102451.62	81225.57999999997	109480.61000000002	114532.15000000005	87786.23999999999	119601.23999999998	114320.33	118174.70999999995	121726.28000000006	82379.59000000003	109412.86	87491.66999999997	120240.33000000002	110434.37000000004	101915.52000000002	90838.39	80669.97000000003	118129.47000000006	83034.39000000003	111489.9	101856.45000000004	96409.37	104787.05	119441.38999999998	99368.98	80424.61000000004	73249.74000000003	103354.11000000004	129635.20000000006	126750.13000000006	139155.41000000006	131827.75	114215.88999999998	99744.91000000002	110832.96000000002	107889.32000000004	104802.5	91363.22	79606.59999999999	142642.14000000007	97482.94	57340.10000000001	117394.71000000002	156570.07000000007	136232.31999999992	104460.47
Biosynthesis of enediyne antibiotics [PATH:ko01059]	4.0	3.0	2.5	1.0	14.5	5.0	2.0	0.5	0.0	0.0	0.0	0.0	11.0	1.5	0.0	0.5	0.5	0.5	0.0	0.0	9.5	1.0	3.0	1.0	1.5	1.0	0.0	0.0	9.0	2.0	3.0	0.0	0.5	0.0	0.0	0.5	8.5	1.0	1.0	1.5	0.5	0.0	0.0	0.0	6.0	2.0	3.0
Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	1536.05	3937.4199999999996	7374.49	2940.9599999999996	2441.5399999999986	3108.8299999999995	2215.820000000001	2228.27	3154.9100000000008	2063.9800000000005	3093.830000000001	4206.760000000003	5791.89	1863.0999999999997	3051.5399999999995	2403.73	4804.42	3579.81	2555.729999999999	5050.8600000000015	4526.920000000001	3413.430000000001	2786.1899999999996	4291.029999999999	4166.299999999997	6388.129999999997	8391.500000000002	8703.55	3590.640000000001	1380.7199999999996	1424.0299999999993	1367.3700000000001	2170.4400000000005	2118.9300000000003	3465.4399999999996	5181.750000000001	5097.510000000001	3982.8599999999988	2002.500000000001	2828.1	1419.5900000000001	3012.629999999999	2849.7400000000007	2185.700000000001	1113.9199999999996	1782.9299999999994	3350.290000000002
Biosynthesis of type II polyketide products [PATH:ko01057]	6.0	6.0	2.0	6.0	14.0	2.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Biosynthesis of unsaturated fatty acids [PATH:ko01040]	789.08	1551.6599999999999	4527.08	1255.64	828.6	946.59	658.31	649.65	439.62	496.1000000000001	828.8699999999999	2387.42	1385.46	525.02	1651.87	980.6799999999998	2963.3999999999996	860.8799999999999	871.1600000000001	1041.5600000000002	2693.0199999999995	739.9900000000001	803.6200000000001	2046.3	1974.5399999999995	2590.2000000000003	4591.54	6468.2	731.46	430.2299999999999	447.40999999999997	575.73	1116.4400000000003	532.05	1930.05	3905.799999999999	3893.18	2138.82	2212.55	917.3199999999998	356.78999999999996	779.6100000000001	1497.66	1239.1000000000001	449.88	766.78	2368.0900000000006
Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	37158.64000000002	31737.449999999993	36162.41	32346.78	37641.19000000002	29330.44	35086.619999999995	34554.830000000016	31941.060000000016	35984.380000000005	23628.7	36578.36	34450.179999999986	38623.13000000002	39583.05	34656.83	34561.00000000001	24627.32999999999	37195.650000000016	26575.61	42771.460000000014	34716.240000000005	30737.22	35394.169999999984	39326.88	34349.53	35361.580000000016	31847.450000000008	31467.57	37971.03000000001	36188.49000000001	35306.390000000014	38849.77	33805.21000000001	32756.97	37471.610000000015	35869.390000000014	36250.0	32050.08	27510.6	41735.500000000015	32299.34	21377.06	35820.71000000002	44196.21000000002	40566.52	34250.07000000001
Biosynthesis of various secondary metabolites - part 2 [PATH:ko00998]	106142.26000000005	72210.54000000001	63796.97	91077.08000000002	84859.25000000001	70804.15999999999	91840.72	88301.50999999998	84775.72000000003	95998.98000000001	57528.02999999997	82721.34	67273.73999999996	91902.91000000005	82810.50000000001	83121.32	73216.68999999997	57431.31999999999	89694.93000000001	66059.15999999999	84505.78000000001	75484.63000000003	73828.55999999998	78459.6	91176.46999999999	74898.55999999998	64652.2	55687.09999999999	76294.52	101536.47000000004	100801.68000000002	104462.52000000003	101157.02000000002	90349.73	76192.95	73526.66999999998	68123.99000000002	74196.11999999997	63007.959999999985	58264.180000000015	104203.46	69509.95999999999	40217.19000000001	84138.66999999995	114661.67	100881.13999999998	71587.83999999998
Biosynthesis of various secondary metabolites - part 3 [PATH:ko00997]	13.659999999999997	24.560000000000002	6.07	32.46	15.720000000000002	15.98	36.43	66.64999999999999	48.28	55.25	40.41	76.24000000000001	40.84	46.199999999999996	46.0	75.18	81.28	78.0	54.099999999999994	97.46	49.75	57.120000000000005	157.26999999999998	200.05	129.39	155.5	144.46	181.99999999999997	167.04	69.03999999999999	46.18000000000001	54.0	29.25	47.580000000000005	49.699999999999996	100.09	72.98	92.46000000000001	64.32	49.230000000000004	55.47	59.10999999999999	24.320000000000004	47.34	21.839999999999996	31.240000000000002	59.660000000000004
Biotin metabolism [PATH:ko00780]	285191.5700000002	216478.94999999998	216280.0100000001	259090.86	245626.39000000007	218564.15000000005	262544.75999999995	251576.4100000001	236664.9400000001	255410.40000000005	183162.58000000007	253034.8100000001	214582.1599999999	260381.26000000007	250747.60000000006	239227.09	223611.57000000007	177072.45	252391.61000000002	203761.03000000003	256045.71000000002	225745.42000000007	218099.33000000007	235068.57	259580.14000000004	237579.08999999997	214260.21000000005	198177.09000000005	224672.73000000007	274564.61000000004	272774.9200000001	278005.39	280335.07	247032.24	221369.22000000003	246590.87000000005	238417.09000000008	243799.03000000006	213525.49000000005	188066.91999999995	299206.23	233517.30999999997	140913.18000000002	250003.7	311047.34	278871.1299999999	234040.42000000004
Bisphenol degradation [PATH:ko00363]	6.0	12.2	5.9	2.6	16.7	12.8	7.8	0.5	2.4	19.0	1.4	2.8	14.2	12.3	12.2	0.5	8.1	21.7	2.6	5.8	11.1	3.8	13.4	4.0	1.9	21.2	5.8	4.0	11.6	9.6	6.8	2.0	0.5	11.0	4.6	2.1	11.9	11.0	17.4	1.5	2.5	13.0	2.8	0.8	9.0	7.6	12.4
Bladder cancer [PATH:ko05219]	130.88	127.27	236.28	167.26999999999995	115.26	184.17	93.61	187.76	91.92	67.67	142.26	144.07999999999996	110.38000000000002	103.05	130.32	281.42	154.64	158.04	196.28	248.92000000000004	133.95	150.76000000000005	115.17000000000002	212.85	122.13	92.11	166.89	160.62	111.46	75.07000000000002	78.34000000000002	143.89000000000004	96.03	84.22	134.22	134.06000000000003	123.33	128.70999999999998	89.24000000000002	146.62999999999997	71.85	59.91	85.19999999999997	56.63	50.11	75.03999999999998	100.53
Butanoate metabolism [PATH:ko00650]	549512.11	401039.0200000001	359531.70999999996	492187.48999999993	462215.5000000002	412878.1199999999	506168.84999999986	495444.8200000002	465547.8700000002	480304.94999999995	361763.25999999995	450429.96000000025	380672.5100000001	492353.6300000001	437799.47000000015	442989.69000000024	396798.10000000003	329433.68000000017	465073.58	376945.74000000005	455992.13	406778.65	394642.68000000017	435164.89999999997	480106.83000000013	426303.08	361138.87000000017	322872.81	412597.9699999999	514451.51999999984	525722.3099999999	556470.38	543688.9000000001	482882.43	416433.37999999995	424029.65	407829.23000000004	416415.5299999999	389550.86999999994	334017.92	547226.74	401734.38999999996	239163.31999999992	435088.37000000017	576958.1300000001	506787.3199999998	404088.9799999999
